"ID";"LAND";"X";"Y";"amp.max";"pathlength2";"baker2";"fdc.slope_0_0.1";"fdc.slope_0.3_0.7";"fdc.slope_0.8_1";"peakts.avg";"peakts.cv";"rise.avg";"fall.avg";"rise.cv";"fall.cv";"BFI";"fvi.cvdry";"fvi.cvwet";"gwpc.tdur";"gwpc.tdur.cv";"gwpc.tris";"gwpc.tris.cv";"gwpc.trec";"gwpc.trec.cv";"meanann.min";"meanann.max";"peakbasetime.avg";"peakbasetime.cv";"reces.const";"recov.const";"reversals.avg";"reversals.cv";"sqr.avg";"sqr.cv";"intannfluc.s";"intannfluc.y";"BFS";"l1";"l2";"l3";"l4";"bimodality";"colwells.C";"colwells.M";"colwells.P";"cvmon.min";"cvmon.max";"dip";"fdc.range_0.1_0.9";"fdc.range_0.2_0.8";"fdc.range_0.25_0.75";"median";"parde.seasonality";"pulse.count.low";"pulse.count.high";"pulse.dur.low";"pulse.dur.high";"pulse.cv.low";"pulse.cv.high";"silverman";"varjulday.min";"varjulday.max";"autocorrelation";"nonlinear";"Hurst";"Lyapunov"
"1131794100031";"BY";12.6183986538;48.070065358;1.79000000000002;1.00001132415949;4.71385474860345;0.244500447340199;1.27595929029803;2.7306918261132;0.749146609143513;0.290509379015707;0.00388834839473243;-0.00271357262272363;1.58775783037662;-0.834928546574694;0.995133288310462;0.100625314027894;0.0355238354818482;0.0722186399484027;0.719019266933373;0.323088491269202;0.621714072338718;0.0834511826302684;0.578558864433925;0.656211263528704;1.33433429339447;0.00171730346001266;0.734966150740294;0.0023;-0.0025;14.6;0.509342258700773;0.183816114851632;2.13160178839303;0.460006406580935;0.671925279958814;0.547403490068604;0.610063397456977;0.136784492656653;-0.00249331467712866;-9.65677392210651e-05;0.514336126252552;0.08;0.18;0.26;0.408893107505693;0.375435908534029;0.0453424247972611;3.02489725649905;2.28423893365666;2.00370785712574;0.584562845926115;0.172904215431689;0.728496634255797;1.18380703066567;1.30901738967838;3.20118232552788;0.559016994374947;0.351364184463153;0.143473;67.2605366401448;87.3541267910459;0.995935152943831;0.0153089652965408;0.999592718831625;0.966971156912273
"1131794100033";"BY";12.5150874206;48.0724637711;4.11011714285712;1.0000064839996;3.33052029443222;2.00544772658757;2.18323721895695;0.376876582610067;0.2703994203366;0.898893475190218;0.00282230826483273;-0.00144988064562517;1.88734768235354;-0.74097990887966;0.99265772800929;0.111672325964952;0.0960336826936054;0.0483173548899293;0.0479644054689268;0.312047338310859;0.649176660859194;0.0876344657261984;0.481992766614907;0.138901655948582;1.75475397456706;0.00132484362163857;2.22919662797976;-0.0018;0.0031;53.2;0.532057828983211;0.289000858355133;4.13766996362944;0.321299549861685;0.554189105489525;0.603915192813149;0.341787136717377;0.108473716191571;0.0242716448000828;0.0200526691491438;0.544601828290458;0.15;0.15;0.3;0.610254706307656;0.588499009939887;0.0185028057513011;4.24502701099756;2.56804061514913;2.19477710622029;0.292290591648063;0.143819658642022;0.637434554973822;1.36593118922962;1.49601987391815;2.77435801545749;0.247435829652697;0.36998498468031;0.093111;85.8913684697334;94.8870223133474;0.99930711199961;0.00654401167695665;0.999692023168649;0.950027978712037
"1131794200005";"BY";12.7772726251;48.0508414423;1.26557000000003;1.00016000126914;16.983604225764;1.58661096500922;4.74392487143742;0.254575409722237;0.15446964378879;0.547235806457951;0.0168656348003375;-0.00643768371579334;1.56219566350709;-0.887660441123829;0.925850780424606;0.404551511954404;0.282196305825582;0.0496905478139207;0.0226796572591283;0.26832817888301;0.625718194470544;0.0958445778465574;0.353421591539782;0.136017310573667;3.3107424731862;0.00616706497746513;0.915002983220958;-0.043;0.11;42.6;0.0655598124120608;1.34688931874821;1.1818049959147;0.390942439412491;0.279323875115668;0.115993385170061;0.220507290799782;0.0588318042656867;0.0140322773452096;0.0109112128239746;0.462790525938681;0.36;0.12;0.48;0.476542151012203;0.48622030131291;0.00848668296830632;3.40560551061831;2.12112218603319;1.82401534275641;0.196067259173706;0.721545441900278;2.45867614061331;2.91398653702319;0.347384969112718;1.28340617988033;0.525609755167418;0.270425949024529;0.054851;52.1705825777164;52.8627346778932;0.593235399815689;0.111727692652687;0.998089717260883;0.993852158952464
"1131794200007";"BY";12.6700858297;48.0612307224;0.807198571428557;1.00005168783299;9.00046805227009;0.946491858237794;3.24666943541842;0.319452040912588;0.261933484154216;0.619904171411872;0.00713164495825305;-0.00379749158755133;2.03207345048308;-0.782566539479987;0.982949688328052;0.180567470502072;0.120554357765861;0.0484478335521261;0.0708277336329624;0.325397947216628;0.582173683222901;0.0841014295011903;0.46224771589309;0.3119969026889;1.96196785101625;0.00300655178869;1.00803386700079;-0.0085;0.022;57.6;0.101677433780183;0.560684801006113;4.52266227092406;0.438322063797483;0.3983371059343;0.267447362948076;0.353915702854445;0.0876304218035905;0.0182578538289278;0.0163388955406401;0.517568178842836;0.21;0.18;0.4;0.469578618692243;0.437361185914483;0.00890267674280291;3.28215952231266;1.97539430363755;1.70111951481828;0.316517089970796;0.68732295159427;1.54805534779357;2.18548990276739;0.594581811782305;1.72259099975069;0.524049968864101;0.392351816841252;0.039887;91.8422821533708;45.5648324744485;0.970915268412724;0.13725321814815;0.999406879355179;0.984976119102043
"1131794200011";"BY";12.7845163419;48.0516916694;1.72528;1.00017025978416;11.1399598905685;2.11725494372379;7.28631384691976;0.235800441364497;0.108305326806264;0.568477243864283;0.014409180423487;-0.00400547664987691;2.42656460105143;-1.46206397911807;0.927519783633961;0.200323753559354;0.175735914168586;0.0491398667446028;0.03075575957738;0.242617180499268;0.692659400208583;0.101433977023314;0.335616277465573;0.265742629670162;3.65223029145719;0.00440092159261381;1.17160518272226;-0.056;0.19;59.4;0.120579155417306;0.816230269587518;2.25432965762713;0.299377299090746;0.306294590047084;0.100208796543984;0.161517152832818;0.04804923700818;0.0114612403844215;0.00962622916849343;0.427180516924842;0.44;0.11;0.54;0.536081158066189;0.612280071085617;0.0109360546081986;4.12013326224364;2.36367557234133;2.00081440115079;0.144011747578219;0.669930590909449;1.93595406360424;2.76564866229177;0.452161606692147;1.37053255931348;0.491575460243547;0.512949592017205;0.055604;60.9734149719998;72.6972281699404;0.669515479333997;0.693746887637192;0.998074101650682;0.992558880063202
"1131794200013";"BY";12.7915085375;48.0457432454;2.71182000000005;1.00017898941427;6.02645087063273;4.8414962969999;16.9546942463553;0.214473421061421;0.0427411386946451;0.723306396251644;0.00707619520524884;-0.00222916581453374;4.83819039015789;-4.43732838914595;0.917178989371483;0.258014747178647;0.327701016115939;0.0487437424662104;0.0393715265201889;0.251921031919227;0.671895575842353;0.0993574104265899;0.344695741186845;0.272624548478811;6.8520920434063;0.001427714007619;2.32277093140144;-0.12;0.51;63.2;0.131147884715836;1.05831850289698;2.90796475577186;0.267347010429788;0.309047389410836;0.0626148942715521;0.138357901191277;0.0391696774694148;0.0116876327401411;0.00974380947070874;0.480286319363682;0.52;0.08;0.6;0.48432479329278;0.683100712092603;0.0100591679570537;3.4372066338195;2.11490196477595;1.82026530853942;0.11949241329863;0.723206115369071;2.0281423523473;2.85783695103483;0.452560690193199;1.3352432788914;0.372677996249965;0.420701342257382;0.049037;82.4491300691596;56.0930619988552;0.626483468420949;0.841065813866917;0.997568925467225;0.991022951956528
"1131794200014";"BY";12.809710247;48.0379799668;2.61000000000001;1.00024452085907;14.8757432950192;3.71444813143861;7.44373159465581;0.228695476769512;0.0839715943409353;0.633801799273615;0.0130543980782522;-0.00615907219281096;2.50417946038235;-1.74840264815922;0.872473227171524;0.321407205740112;0.325578681534458;0.0486980341259455;0.0486650630819591;0.294506510919784;0.583147861212272;0.0907364400068686;0.387600470463303;0.151768192886261;5.47392136847193;0.00520979963656084;1.20639086182584;-0.11;0.23;78;0.13837841759566;1.24088510607459;2.52480305184965;0.399904761281473;0.341139729473413;0.130714556745559;0.181086049095687;0.0581222002126133;0.0140580399826448;0.0122509628189178;0.483905316411937;0.39;0.18;0.57;0.525464912425963;0.649910900661098;0.016500790949856;4.48200375110489;2.51168426985072;2.13155570325431;0.161597916216723;1.14565018172463;2.165878640177;3.05191990206759;0.434070719209026;1.33382555553422;0.631137914910741;0.444886362380919;0.048543;100.048626264893;61.7938951450935;0.568884050619575;0.614828272177198;0.995406031304049;0.993992523684609
"1131794200015";"BY";12.801841993;48.0356785581;1.62256000000002;1.00013557951561;7.36770905236135;4.59271934198532;6.80157082322243;0.229695233615187;0.0663720872513161;0.807177486326635;0.0079881533715176;-0.00280667962535547;3.8161244896238;-1.88419359338586;0.948548562445337;0.312645992485983;0.312974387740111;0.0486956353620848;0.0565475204588035;0.259023608959195;0.670145130033943;0.0978791166446295;0.361966951760634;0.124180879426979;4.37181415259376;0.00230592742680137;1.30451194337315;-0.052;0.17;54.2;0.221939692010267;1.18056349568034;1.82850739457832;0.272780628934573;0.273161357379525;0.0886462673939349;0.176732195166857;0.043000308158172;0.0120339224930106;0.00800474031040066;0.44269508259015;0.51;0.09;0.6;0.40649752873549;0.56401497371921;0.00833794969566966;2.8356370872013;2.05320053036567;1.81036621406796;0.154548995648015;0.599360805320626;1.84376577486118;2.67346037354871;0.493207344775366;1.43686574178837;0.544200189409969;0.516551263753766;0.043661;54.9476162024988;67.8467309546354;0.752114779481125;0.885659962486251;0.998185440491218;0.985986900109709
"1131794200016";"BY";12.7983365377;48.0344797004;1.41193857142855;1.00010078381193;9.19521945914507;3.09558237525626;3.82439654814867;0.256818285476357;0.1146551240212;0.807342086919274;0.0102079691892619;-0.00347309028350071;2.43407621871664;-1.19219595893846;0.971793925206589;0.327418098984806;0.174804354988345;0.0488907006654421;0.041904477016375;0.241521983307273;0.717047367779133;0.101435090062889;0.340615899030864;0.107800014903417;3.37210021332731;0.00277090688088173;1.16195939267105;-0.029;0.1;28.2;0.208889028014513;1.97640311636186;1.57876315070837;0.346621869946944;0.30694290288495;0.121630195170052;0.26420528012964;0.0588396068741612;0.0130481600337452;0.00909752159529509;0.439193992254192;0.36;0.11;0.47;0.366569103968416;0.435949777748503;0.00899487519421259;2.64978274641135;1.94290457562854;1.7580752854124;0.237936292250682;0.474616486428942;1.93595406360424;2.48908379606259;0.482891036273166;1.53647147905098;0.44992283288977;0.516551263753766;0.04964;68.8375999402895;52.6172440457387;0.836099282130472;0.382395808892579;0.998782632368789;0.986452986409742
"1131794200017";"BY";12.7924423959;48.0314173575;1.34314285714288;1.00008287645321;10.2896578724493;1.3073132791543;2.51226112128023;0.313814415889627;0.206801863731907;0.737446235459587;0.00985643814834037;-0.00399184218333383;2.12622598651183;-0.714898825772336;0.984530230623686;0.230293404812461;0.143508746229783;0.0493826515370768;0.0382796197969213;0.255123655605661;0.768655162322253;0.0988923045319709;0.399546980107353;0.178203306283347;2.50394273870904;0.00379430348400195;1.09584287735093;-0.014;0.036;19;0.162221421130763;11.0374332559681;5.69422640812224;0.49649468520559;0.365488903070266;0.201690629244188;0.324002274847049;0.0933944342457741;0.0178020105973941;0.0120567365846758;0.505873767143084;0.18;0.15;0.33;0.506277513835329;0.498984007413549;0.0112445191306108;3.93275229059716;2.51757211727338;2.15584803175429;0.286137523931081;0.6206479893482;1.82124158563949;2.09442782348542;0.519053851907255;1.8054047022861;0.494413232473044;0.402538242949707;0.038619;66.638810365153;62.2560914648727;0.920843343149762;0.089101728541951;0.999237512627771;0.985950717500686
"1131794200018";"BY";12.8237008185;48.0322138855;2.52656999999999;1.00027273131541;17.9746335941609;2.80401544706597;6.94654867420716;0.231030207600236;0.0894034433855712;0.575767755625551;0.014558777404361;-0.00776583837220221;2.21565153729138;-1.4482201359734;0.861820375956236;0.355894081340546;0.340287294752898;0.0485468658082769;0.0491450671393065;0.301406850513524;0.503596397112755;0.0898376335690923;0.344908207799937;0.20360890352172;5.15659712182216;0.0055316885876955;0.926091254523209;-0.12;0.25;96.8;0.0989257406601166;0.831225295847018;1.79125512937515;0.386855925215792;0.257076923174724;0.0733407846480479;0.164946711552306;0.0523806006326648;0.0117695092114616;0.0102522952618158;0.456146110824164;0.41;0.18;0.59;0.5292475152289;0.61647785772836;0.0126048895562208;4.5134105431565;2.5577152607802;2.14808188233375;0.147080477133227;1.17257639996413;2.30470721857648;2.85783695103483;0.376128218071681;1.31442656853007;0.337245560239471;0.242679862708932;0.060149;111.292274251668;30.4489538973625;0.536281848770351;0.577812349646481;0.995345267280786;0.994789289786165
"1131794200019";"BY";12.8213339451;48.0301080944;1.98604999999998;1.00011179635368;12.2984768762117;2.12461406038103;6.664743865271;0.240265303243319;0.119726548150712;0.538549324605611;0.0109316958054344;-0.00519098902766261;2.00791216255755;-1.17934725858308;0.934472058003307;0.291789067683193;0.215696957582389;0.050204469199897;0.239529194304129;0.286513603307971;0.599416776210944;0.0933058299309699;0.391647370192363;0.260418000143877;3.51342487109789;0.00405392252729113;1.03478585953078;-0.059;0.14;61.8;0.128638232455351;0.625818450666216;1.31430666304308;0.277401634108658;0.311160434458867;0.0957172530540536;0.143747282547082;0.0420472803388058;0.0102507154985221;0.0083801713902536;0.432106701162968;0.49;0.1;0.59;0.531149120269619;0.624346336197183;0.0107737563101666;3.81326546282144;2.40139647336002;1.99241575702168;0.128543258565427;0.834926674780759;1.91230366492147;2.64080029917726;0.468319264878726;1.42559255151781;0.602338601936834;0.359035165408627;0.065191;81.6742610516825;57.9179967707961;0.687336978711088;0.626024381780429;0.997755251817174;0.993035144344323
"1131794200020";"BY";12.8321570079;48.0101969653;1.99762000000004;1.00006046423885;6.47881478959966;2.18099564983622;4.63817949004492;0.26390480468595;0.13880414979861;0.719600581762285;0.00629585745498685;-0.00255783632322945;2.96851665521259;-0.960223833099373;0.984484217851016;0.205840552683851;0.172935485519242;0.0493639269979902;0.0412464790333473;0.273732407168024;0.70868988753037;0.0955485248089167;0.410430237836263;0.242228829187029;2.59197085587846;0.00182137162229604;1.03264368143951;-0.014;0.06;26.6;0.203494264702622;2.68648960043913;3.30449734290735;0.390547285865359;0.449491809183448;0.185014553707958;0.209886211317648;0.0802180294441987;0.0228415769623893;0.0159511476018388;0.572749172480375;0.29;0.16;0.45;0.755093666522204;0.706584862974751;0.00684924339452474;7.04279145934213;3.12974737927426;2.41894632818143;0.169349483559009;1.11065559385541;1.3756907935298;2.35832707462252;0.736977210819536;1.73189644542591;0.519615242270663;0.397994974842648;0.070381;80.6045558585513;44.4924766189146;0.944630174015578;0.0744157227494243;0.999200418685738;0.9802393321908
"1131794300001";"BY";12.8423298837;48.0208174921;2.50833;1.00013350062498;12.7259850179203;1.68139783567402;3.64886881511203;0.27117940266617;0.179482571368742;0.505825756659044;0.00981080198512099;-0.00563238085707338;2.34526315114562;-1.05270658530972;0.953927489244486;0.318189716837818;0.160716415457609;0.0495491362293031;0.032518294049205;0.325372006853939;0.601812764224758;0.0849471837217199;0.46222486829193;0.194371115350205;2.95814800855417;0.00477270053350921;0.729223437523528;-0.037;0.082;51.6;0.0955330042160173;0.70526830352192;1.3012889738362;0.448447154079019;0.244590481555698;0.115531046083807;0.234161422769584;0.0743035216281998;0.00794345866807178;0.00685468240480169;0.354942601972693;0.28;0.23;0.51;0.617254574241258;0.527602412110547;0.0119925728890694;5.52104882423309;3.10106921704415;2.46509636214001;0.226029798808181;1.23319618186745;1.75157748611812;2.58127208480565;0.519165626079333;1.47501261988894;0.432049379893857;0.285728236266562;0.063782;96.7337924700067;24.8462691725225;0.89524978395919;0.701255800723912;0.998773704943233;0.991905774586598
